Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,LoanDefault
27,15185,112361,566,49,3,16.69,24,0.23,Master's,Full-time,Married,Yes,Yes,Auto,Yes,0
40,62865,142304,392,50,3,6.47,60,0.55,High School,Full-time,Divorced,Yes,No,Auto,No,0
47,121487,236359,484,33,3,24.01,12,0.39,Master's,Unemployed,Divorced,No,No,Home,Yes,0
46,36221,79586,378,38,4,8.14,36,0.34,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,1
32,102928,135700,712,44,3,7.19,12,0.33,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
48,46022,170133,308,70,3,23.44,48,0.57,Master's,Part-time,Married,Yes,No,Education,Yes,0
51,111947,26585,361,38,4,6.6,24,0.2,Bachelor's,Unemployed,Married,No,No,Other,No,0
58,20394,27339,591,35,2,10.36,60,0.38,PhD,Full-time,Married,Yes,No,Home,Yes,0
34,67676,41629,391,53,3,12.36,48,0.69,High School,Part-time,Married,Yes,No,Business,No,1
18,138655,188667,524,89,2,16.21,12,0.52,High School,Unemployed,Married,Yes,Yes,Education,No,0
40,86834,171056,415,80,4,15.79,24,0.63,PhD,Self-employed,Single,No,No,Business,No,1
38,137532,75737,385,94,2,9.37,60,0.32,PhD,Unemployed,Single,Yes,Yes,Business,Yes,0
64,85967,133885,500,53,3,14.44,12,0.27,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
63,105628,72315,798,49,4,5.19,24,0.75,Bachelor's,Unemployed,Married,No,Yes,Business,No,0
61,127392,130817,383,62,4,8.67,36,0.21,Master's,Unemployed,Single,Yes,No,Education,No,0
24,146449,192458,712,51,3,2.54,48,0.44,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
49,50906,209731,515,89,3,6.4,24,0.79,PhD,Full-time,Single,Yes,No,Other,Yes,1
40,89285,98445,680,25,2,22.75,60,0.32,High School,Unemployed,Single,No,Yes,Business,Yes,0
46,70743,136064,526,35,3,18.52,36,0.77,Master's,Self-employed,Divorced,No,Yes,Home,No,1
28,59194,98030,827,26,2,24.09,12,0.59,Master's,Part-time,Divorced,Yes,No,Other,No,0
33,34685,239842,410,38,4,9.11,24,0.69,Master's,Self-employed,Single,No,No,Business,No,1
18,29588,207522,784,107,3,17.09,60,0.48,Master's,Full-time,Single,No,Yes,Education,No,1
45,58914,89299,696,35,4,10.26,24,0.46,Master's,Self-employed,Married,No,No,Home,Yes,0
69,66783,36896,673,112,4,9.73,60,0.55,PhD,Self-employed,Single,Yes,No,Auto,No,0
68,20939,231687,708,40,4,18.34,12,0.39,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
18,42257,219426,608,84,1,17.89,12,0.58,High School,Unemployed,Married,Yes,Yes,Business,Yes,0
38,23941,45163,554,2,1,7.99,36,0.26,Master's,Part-time,Single,No,No,Education,Yes,0
52,107592,31472,412,6,2,21.17,36,0.71,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
39,43776,187341,849,91,4,16.16,48,0.36,Master's,Self-employed,Single,Yes,Yes,Other,No,0
65,57441,73234,841,69,4,23.46,24,0.82,PhD,Unemployed,Single,Yes,No,Home,Yes,0
61,66326,219989,370,73,3,10.02,60,0.15,High School,Unemployed,Single,Yes,No,Business,Yes,0
59,107233,56536,435,25,4,14.24,36,0.23,High School,Self-employed,Married,Yes,Yes,Business,No,0
58,113355,158923,765,109,1,21.19,48,0.56,High School,Part-time,Divorced,No,No,Home,No,0
61,147181,215066,571,29,1,4.95,36,0.13,High School,Unemployed,Divorced,Yes,No,Other,No,0
69,20290,66854,319,81,4,3.61,36,0.59,PhD,Unemployed,Single,Yes,Yes,Other,No,0
23,85488,37662,331,48,1,4.71,60,0.65,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0
40,45690,229787,816,26,1,20.57,24,0.79,High School,Unemployed,Single,Yes,Yes,Home,Yes,1
19,85480,90956,401,26,3,6.4,60,0.17,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0
44,130427,109640,617,63,3,5.2,12,0.89,High School,Part-time,Single,Yes,No,Auto,No,0
26,15010,143550,492,76,4,13.82,60,0.46,PhD,Part-time,Married,Yes,No,Business,No,0
41,32940,46280,514,67,1,8.2,12,0.81,Bachelor's,Self-employed,Single,Yes,No,Home,No,0
26,65560,199613,713,41,2,14.82,60,0.85,Master's,Part-time,Single,Yes,Yes,Auto,No,1
68,36909,43915,715,29,4,2.76,36,0.63,Bachelor's,Full-time,Divorced,No,Yes,Education,Yes,0
27,149925,187749,812,102,2,18.73,12,0.6,PhD,Part-time,Single,Yes,No,Home,No,0
67,87998,120783,490,119,1,21.34,24,0.86,High School,Full-time,Divorced,Yes,No,Business,No,0
50,84614,176523,305,39,1,15.82,60,0.76,High School,Full-time,Married,No,Yes,Auto,No,1
23,149745,197432,499,65,3,23.32,48,0.34,High School,Self-employed,Divorced,Yes,No,Education,No,1
64,46639,92304,576,28,4,15.93,48,0.72,Master's,Self-employed,Single,No,Yes,Business,No,0
68,124855,116944,318,64,4,9.62,60,0.81,PhD,Full-time,Married,No,Yes,Education,No,0
44,25047,89917,639,109,3,20.88,12,0.59,PhD,Full-time,Single,No,No,Auto,No,0
52,17588,169437,316,7,3,5.96,60,0.31,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,1
67,89658,16698,397,38,1,19.19,36,0.39,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
39,16824,158241,316,27,3,15.8,12,0.47,PhD,Full-time,Married,Yes,No,Education,No,1
20,49220,101002,827,74,3,22.2,36,0.18,Bachelor's,Part-time,Single,No,Yes,Home,No,0
33,32265,77295,433,65,3,24.19,48,0.29,PhD,Self-employed,Single,No,No,Other,No,0
32,68465,92680,841,46,3,13.39,36,0.58,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
18,69113,143490,737,101,3,16.85,12,0.39,High School,Unemployed,Single,No,No,Other,Yes,0
30,16295,25355,771,97,3,14.15,36,0.56,Master's,Part-time,Married,Yes,No,Home,No,0
21,120755,46201,425,79,1,11.82,48,0.9,High School,Full-time,Married,Yes,Yes,Business,Yes,0
35,102272,161183,550,91,2,15.22,36,0.55,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
28,81214,235902,523,118,3,2.13,36,0.79,Bachelor's,Unemployed,Married,No,No,Business,No,1
38,121817,51622,464,81,3,4.69,60,0.7,High School,Part-time,Married,Yes,No,Home,No,0
35,73609,53600,420,54,2,17.25,60,0.63,PhD,Full-time,Divorced,No,Yes,Auto,Yes,1
66,121727,21461,478,84,4,10.52,24,0.53,PhD,Part-time,Single,Yes,No,Business,No,0
23,31311,72030,522,59,3,3.01,60,0.79,Bachelor's,Part-time,Married,No,Yes,Education,Yes,0
63,29261,148239,570,39,4,12.51,60,0.41,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
36,114806,91897,618,88,4,16.39,60,0.71,PhD,Part-time,Divorced,No,No,Business,No,0
67,34732,34472,802,60,3,22.57,36,0.15,Master's,Self-employed,Single,Yes,No,Education,No,0
44,113559,78571,566,34,2,13.47,24,0.77,Bachelor's,Self-employed,Single,Yes,Yes,Education,Yes,0
39,41620,93921,399,65,1,20.23,24,0.34,High School,Full-time,Married,Yes,Yes,Home,Yes,0
35,87901,170069,788,11,2,23.0,48,0.24,PhD,Full-time,Single,Yes,Yes,Auto,No,0
31,84077,17668,349,16,1,3.72,12,0.19,Bachelor's,Part-time,Divorced,No,Yes,Other,No,0
66,34684,196086,813,90,4,17.13,48,0.17,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
39,45718,20857,319,54,1,23.23,36,0.71,High School,Part-time,Single,No,No,Home,Yes,0
61,47623,14186,761,69,4,18.1,36,0.56,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
18,30661,172518,646,5,3,3.37,60,0.75,Master's,Unemployed,Single,Yes,Yes,Home,Yes,0
28,76285,153485,568,63,1,10.53,48,0.7,PhD,Unemployed,Married,No,No,Other,No,0
41,70024,220405,391,114,4,18.87,60,0.27,High School,Self-employed,Divorced,Yes,No,Auto,No,1
43,130671,192392,643,6,1,22.98,48,0.16,PhD,Part-time,Married,Yes,Yes,Home,Yes,0
63,148922,31775,450,86,3,13.53,24,0.3,PhD,Unemployed,Married,No,No,Home,No,0
40,26699,184918,658,19,4,8.44,48,0.32,Master's,Full-time,Single,No,Yes,Education,No,0
51,40326,225105,589,79,3,4.68,36,0.43,High School,Self-employed,Married,No,No,Business,Yes,0
59,104709,78821,540,85,1,15.31,48,0.26,Bachelor's,Part-time,Single,Yes,No,Auto,Yes,0
24,24594,213405,711,17,1,6.41,24,0.33,High School,Part-time,Single,Yes,No,Home,No,1
62,112427,121605,654,100,1,17.57,36,0.74,PhD,Unemployed,Married,No,No,Other,No,0
36,90862,237691,524,100,1,9.16,24,0.15,High School,Part-time,Married,Yes,Yes,Other,Yes,0
53,135505,233622,757,81,4,8.49,12,0.88,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
31,119736,211181,307,116,3,7.98,60,0.66,Master's,Full-time,Single,Yes,No,Other,Yes,1
38,15831,189339,845,69,1,17.39,36,0.67,Master's,Part-time,Married,No,No,Business,Yes,1
50,140605,110213,720,87,3,19.69,24,0.36,PhD,Part-time,Married,Yes,No,Business,No,0
21,123846,146518,836,66,2,6.78,12,0.56,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
33,65887,144701,758,118,3,4.85,36,0.15,Bachelor's,Full-time,Single,No,Yes,Home,No,0
61,120964,13758,723,110,3,19.49,48,0.62,Bachelor's,Full-time,Divorced,No,Yes,Business,No,0
45,104945,110557,351,25,1,9.56,60,0.19,Master's,Part-time,Single,Yes,No,Home,Yes,0
23,40874,144759,564,72,1,11.89,24,0.42,Master's,Unemployed,Single,No,Yes,Education,Yes,1
67,114290,39069,301,107,1,20.84,12,0.48,Master's,Unemployed,Single,Yes,No,Auto,No,0
22,40162,87508,340,71,1,11.15,24,0.46,Master's,Unemployed,Divorced,No,No,Home,No,0
51,91688,160317,340,63,1,9.45,36,0.72,PhD,Full-time,Divorced,No,No,Education,Yes,0
24,128363,36736,812,88,1,18.91,60,0.68,PhD,Unemployed,Single,No,Yes,Other,No,1
66,137307,237235,648,101,3,8.54,60,0.22,PhD,Part-time,Married,Yes,Yes,Auto,No,0
49,59771,94115,575,12,4,11.09,12,0.76,Master's,Self-employed,Divorced,No,No,Other,Yes,0
45,22438,10527,554,42,1,12.6,12,0.29,Master's,Unemployed,Divorced,No,Yes,Home,Yes,1
22,54228,68841,788,22,1,5.46,36,0.68,PhD,Part-time,Single,No,Yes,Auto,Yes,0
27,95469,223891,570,100,3,3.42,60,0.71,High School,Full-time,Single,No,Yes,Other,No,0
43,68314,214596,741,37,4,21.65,48,0.45,PhD,Part-time,Married,Yes,Yes,Education,Yes,0
31,36989,126885,521,32,3,21.01,60,0.65,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
44,107653,96581,327,20,4,16.91,24,0.45,Master's,Self-employed,Divorced,No,No,Education,Yes,0
31,18318,112395,441,46,2,8.14,60,0.64,Master's,Part-time,Married,No,Yes,Education,No,0
48,90865,120442,508,41,2,4.86,48,0.9,PhD,Self-employed,Single,No,Yes,Business,Yes,0
30,29885,180298,549,43,1,13.37,24,0.45,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
44,20097,199412,581,71,1,4.32,60,0.47,PhD,Part-time,Single,Yes,No,Other,No,0
27,132899,205945,715,3,1,20.44,24,0.57,Bachelor's,Full-time,Single,No,No,Education,No,1
64,93091,7151,845,32,2,11.29,60,0.75,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0
23,35712,185299,316,104,2,2.64,24,0.65,PhD,Unemployed,Single,Yes,Yes,Auto,No,0
18,67282,31491,733,87,2,10.64,60,0.52,Bachelor's,Part-time,Married,No,No,Other,Yes,0
31,93829,84885,379,78,3,2.33,36,0.38,PhD,Unemployed,Single,Yes,No,Other,No,0
54,105489,104926,590,37,2,13.36,48,0.6,PhD,Unemployed,Single,Yes,No,Auto,Yes,0
52,76825,181145,801,22,3,18.91,24,0.23,High School,Unemployed,Married,Yes,Yes,Auto,No,0
33,25286,249539,443,41,3,9.85,36,0.63,Master's,Unemployed,Single,No,Yes,Auto,Yes,1
35,86262,203002,497,27,1,24.63,12,0.72,High School,Part-time,Married,Yes,No,Auto,Yes,0
27,54884,226968,650,54,3,4.35,36,0.81,Master's,Full-time,Married,No,No,Home,No,0
49,68582,219291,758,47,4,10.73,24,0.12,PhD,Unemployed,Single,No,No,Business,No,0
22,64307,131979,704,46,3,11.78,24,0.64,PhD,Self-employed,Single,No,Yes,Business,No,1
57,80451,67735,425,23,2,14.1,60,0.59,Master's,Unemployed,Married,No,No,Education,No,0
33,148712,5393,415,87,2,17.43,12,0.57,PhD,Self-employed,Divorced,No,No,Business,No,0
42,23770,181102,420,83,1,5.93,60,0.71,High School,Unemployed,Single,Yes,No,Business,No,0
18,114587,202095,432,8,4,11.57,48,0.61,PhD,Part-time,Married,No,No,Home,No,0
38,78094,137409,831,56,4,3.85,48,0.64,PhD,Self-employed,Married,No,No,Education,No,1
25,133247,7999,636,95,2,4.13,48,0.85,Master's,Self-employed,Married,No,Yes,Business,Yes,0
18,99408,150349,693,11,1,11.35,48,0.45,High School,Part-time,Divorced,No,No,Business,Yes,1
24,60361,131912,565,91,1,22.74,60,0.71,Bachelor's,Part-time,Single,No,No,Education,Yes,1
41,82687,71256,401,13,2,4.57,24,0.82,Bachelor's,Part-time,Married,Yes,No,Home,No,0
65,94159,100162,386,37,1,13.79,36,0.36,High School,Unemployed,Divorced,No,No,Home,Yes,0
38,139027,33441,824,1,2,18.39,48,0.82,Bachelor's,Unemployed,Single,No,No,Other,Yes,0
25,59240,35558,548,111,1,12.65,48,0.36,High School,Part-time,Single,No,No,Business,No,1
35,28180,53093,571,19,3,12.76,36,0.76,High School,Part-time,Divorced,No,Yes,Home,No,0
33,20218,164612,377,24,4,4.16,60,0.69,Master's,Unemployed,Single,Yes,No,Business,No,1
26,86505,217251,481,42,1,24.98,48,0.42,High School,Self-employed,Single,No,No,Other,No,1
27,49656,241026,526,104,4,24.03,48,0.57,PhD,Self-employed,Divorced,No,No,Business,No,1
45,72560,62206,698,5,1,2.18,36,0.8,Bachelor's,Self-employed,Married,No,No,Home,No,0
65,98008,65806,444,73,1,19.75,60,0.85,PhD,Self-employed,Married,No,No,Education,No,0
25,101189,82062,317,52,4,14.27,60,0.36,Master's,Part-time,Single,No,No,Business,No,1
67,147446,231564,682,69,1,6.34,12,0.71,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,0
19,36457,113222,522,10,1,10.79,60,0.83,Master's,Unemployed,Divorced,No,No,Business,Yes,0
57,78388,194648,685,58,2,16.36,48,0.54,PhD,Part-time,Single,No,Yes,Other,No,0
23,111641,226258,599,87,3,21.99,12,0.32,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
65,85492,80174,681,64,1,18.29,24,0.37,High School,Self-employed,Single,Yes,No,Home,No,0
69,88345,83193,397,78,4,22.93,24,0.64,High School,Self-employed,Married,No,No,Education,Yes,0
18,110319,117637,742,45,4,2.59,12,0.42,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0
60,52258,167333,833,95,2,19.38,48,0.39,Master's,Self-employed,Married,Yes,Yes,Education,No,0
35,140029,122912,725,98,3,24.22,60,0.7,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
20,124762,25369,620,80,1,21.58,36,0.58,Master's,Full-time,Single,No,No,Education,No,0
68,138726,107229,645,68,4,24.9,60,0.64,Master's,Part-time,Divorced,No,No,Other,No,1
67,135311,123820,555,15,3,12.74,24,0.65,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
41,126315,185428,438,20,3,24.62,24,0.32,PhD,Full-time,Married,Yes,Yes,Auto,No,1
34,89130,15955,305,48,1,14.21,36,0.57,High School,Unemployed,Married,Yes,No,Auto,No,1
31,134376,217701,534,48,3,3.06,24,0.45,PhD,Part-time,Single,No,No,Business,Yes,0
46,110554,153501,805,22,1,3.74,60,0.86,High School,Full-time,Divorced,No,No,Auto,Yes,0
64,15249,101716,810,21,1,17.83,36,0.63,High School,Unemployed,Divorced,Yes,No,Business,No,0
31,15977,43870,619,100,4,8.07,36,0.62,High School,Full-time,Single,No,Yes,Home,Yes,0
67,42069,57337,456,32,4,13.25,48,0.87,Bachelor's,Full-time,Single,Yes,No,Business,No,0
47,64499,226756,735,59,4,13.62,12,0.63,PhD,Part-time,Divorced,No,Yes,Other,Yes,0
21,48696,218232,335,72,4,24.71,36,0.6,Master's,Full-time,Divorced,No,No,Auto,Yes,1
57,117554,232414,542,55,4,4.65,24,0.5,Master's,Full-time,Divorced,No,No,Education,Yes,0
20,105500,36562,536,16,3,22.43,36,0.19,PhD,Part-time,Single,Yes,No,Home,No,0
58,79262,93482,509,116,1,5.05,48,0.48,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,0
30,101098,210387,743,50,4,10.86,36,0.37,Bachelor's,Unemployed,Married,No,No,Home,No,0
51,86575,153368,740,53,4,12.03,36,0.57,Bachelor's,Self-employed,Divorced,Yes,No,Auto,Yes,0
22,72270,184074,568,0,2,23.23,60,0.29,High School,Self-employed,Divorced,No,Yes,Business,No,0
45,51216,241042,691,4,3,10.67,24,0.46,Bachelor's,Unemployed,Single,No,No,Business,No,1
25,48708,83013,713,33,1,6.64,48,0.22,PhD,Self-employed,Married,Yes,No,Education,Yes,0
36,142108,50007,343,95,3,2.47,48,0.51,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
19,55759,205766,368,47,3,23.68,12,0.57,High School,Unemployed,Divorced,Yes,No,Other,No,1
23,98959,202994,322,72,4,16.21,60,0.46,High School,Full-time,Married,No,Yes,Auto,Yes,1
60,139095,94979,570,83,2,3.97,12,0.89,Master's,Unemployed,Married,No,Yes,Auto,No,0
25,93675,209440,849,12,1,12.84,36,0.46,Master's,Part-time,Divorced,No,No,Other,No,1
47,67740,29706,479,114,1,11.5,12,0.68,Master's,Full-time,Single,No,Yes,Other,Yes,0
31,138666,9322,589,31,2,12.69,60,0.47,Bachelor's,Part-time,Single,No,No,Education,Yes,0
19,137132,124427,638,54,4,17.86,60,0.58,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,1
28,53541,108711,462,54,2,11.34,36,0.68,Master's,Full-time,Married,No,No,Business,Yes,0
26,90071,44191,753,12,2,8.03,36,0.67,Bachelor's,Part-time,Married,Yes,No,Other,No,1
22,142940,207658,314,36,2,20.08,60,0.61,Master's,Part-time,Married,Yes,No,Education,Yes,1
27,18255,173049,676,19,4,18.91,24,0.73,Master's,Self-employed,Divorced,No,No,Business,Yes,1
39,97121,216619,627,92,1,5.88,60,0.74,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,0
45,103893,150320,352,27,2,22.49,36,0.12,PhD,Unemployed,Married,Yes,Yes,Other,Yes,1
56,67769,28321,345,58,4,12.38,12,0.18,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
53,130392,59568,770,29,4,22.9,60,0.57,Bachelor's,Self-employed,Single,No,Yes,Home,No,0
68,48654,68528,546,22,4,2.29,36,0.44,High School,Full-time,Single,No,Yes,Business,Yes,0
39,21152,211593,618,8,3,11.45,36,0.61,PhD,Self-employed,Divorced,No,Yes,Education,No,1
33,127112,173787,489,0,1,14.59,60,0.32,Master's,Self-employed,Married,Yes,Yes,Home,Yes,1
55,34914,126032,494,100,1,21.17,48,0.69,Master's,Unemployed,Divorced,No,No,Other,No,0
45,18331,153653,714,71,4,12.66,48,0.71,High School,Self-employed,Divorced,Yes,No,Auto,Yes,1
68,110166,167375,802,73,2,22.95,60,0.88,High School,Full-time,Divorced,Yes,No,Education,No,0
20,90602,185689,599,88,2,15.38,60,0.54,High School,Self-employed,Single,Yes,Yes,Education,No,1
50,16131,28796,724,34,3,5.59,60,0.18,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
37,135031,148473,782,63,4,20.11,36,0.3,High School,Full-time,Divorced,No,Yes,Other,No,0
69,20467,218188,454,105,1,7.42,36,0.26,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
49,59408,106897,632,105,3,12.81,48,0.57,Master's,Unemployed,Single,Yes,No,Education,Yes,0
41,125217,82729,670,78,1,10.35,24,0.36,High School,Self-employed,Single,Yes,No,Business,No,0
30,40998,41240,316,27,3,10.94,60,0.61,Master's,Self-employed,Single,Yes,Yes,Auto,No,1
20,32730,197483,576,46,4,19.79,24,0.16,Master's,Part-time,Divorced,Yes,No,Home,Yes,1
44,121237,32856,325,58,1,22.43,48,0.46,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
18,77778,7642,759,26,2,10.43,36,0.64,Bachelor's,Part-time,Single,No,No,Other,No,1
18,126404,150247,639,33,2,20.5,36,0.8,High School,Part-time,Single,No,No,Other,Yes,0
29,34456,84455,474,28,2,11.38,48,0.48,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1
37,131624,234812,610,87,1,5.84,60,0.19,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
46,135775,64635,727,8,3,7.32,60,0.8,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,1
56,15034,68831,465,62,4,2.61,36,0.67,Bachelor's,Full-time,Single,No,No,Home,Yes,1
53,103154,7494,537,96,3,14.87,60,0.73,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
42,48298,110078,601,66,2,14.27,48,0.78,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
46,105202,222562,527,14,4,14.14,60,0.46,Master's,Self-employed,Married,No,Yes,Other,No,0
61,39310,174666,336,91,3,9.12,48,0.67,High School,Part-time,Married,No,No,Auto,Yes,0
53,98659,50227,767,26,2,11.0,12,0.18,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
54,24723,129602,789,107,2,3.52,60,0.85,High School,Full-time,Single,Yes,Yes,Education,Yes,0
53,126611,249017,373,18,3,21.15,24,0.24,PhD,Part-time,Single,Yes,No,Auto,No,0
49,105091,231605,777,15,1,2.81,60,0.6,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,1
69,44550,77951,410,56,4,23.22,12,0.53,High School,Part-time,Divorced,No,Yes,Education,No,0
43,17659,138017,838,41,2,3.48,24,0.19,PhD,Self-employed,Divorced,No,Yes,Home,Yes,0
46,50732,234735,417,79,4,24.56,60,0.81,Master's,Unemployed,Married,Yes,Yes,Business,Yes,0
58,26100,235168,701,51,3,4.17,36,0.19,PhD,Part-time,Married,No,No,Auto,Yes,1
24,77630,230521,789,58,4,15.23,48,0.4,PhD,Unemployed,Divorced,No,No,Business,Yes,1
34,147083,73467,607,67,1,8.2,36,0.66,Master's,Full-time,Single,No,Yes,Business,Yes,0
24,146533,84000,789,92,3,16.81,12,0.32,PhD,Self-employed,Married,No,Yes,Education,Yes,1
25,84811,209852,436,93,2,17.71,36,0.79,Master's,Part-time,Single,Yes,Yes,Business,Yes,0
39,19483,171948,744,43,1,8.2,12,0.65,Master's,Unemployed,Divorced,No,No,Home,Yes,1
33,125141,14794,722,16,4,5.17,60,0.18,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0
21,108695,128577,642,2,2,8.56,12,0.31,PhD,Self-employed,Divorced,No,Yes,Auto,No,0
23,36569,75100,771,15,3,20.76,60,0.41,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
57,24714,169805,699,100,1,3.89,12,0.35,High School,Part-time,Single,No,No,Home,No,0
49,71646,121776,454,76,4,19.82,60,0.21,Master's,Self-employed,Married,No,Yes,Home,Yes,0
52,15401,15098,711,63,1,4.58,12,0.44,Master's,Part-time,Single,No,Yes,Education,Yes,0
66,32801,61279,706,44,3,9.29,36,0.53,Bachelor's,Part-time,Married,No,No,Education,Yes,0
69,55735,15866,624,115,3,5.22,12,0.54,High School,Self-employed,Single,No,Yes,Home,No,0
62,28865,168183,475,50,2,12.71,12,0.55,High School,Full-time,Divorced,No,Yes,Education,No,0
50,111349,140281,714,0,3,13.68,48,0.81,High School,Self-employed,Married,Yes,No,Business,No,1
18,126497,100993,684,47,2,20.95,60,0.39,PhD,Full-time,Single,No,Yes,Auto,No,0
51,82930,150463,683,86,1,9.31,48,0.7,PhD,Unemployed,Divorced,No,No,Auto,Yes,0
33,60910,219110,461,4,3,2.37,36,0.88,Bachelor's,Full-time,Single,No,Yes,Education,Yes,1
34,72616,97979,799,4,2,21.28,12,0.15,High School,Self-employed,Divorced,No,Yes,Auto,No,1
33,59293,131753,394,18,1,8.97,48,0.43,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
57,65560,91672,535,83,1,19.67,48,0.69,High School,Self-employed,Married,Yes,Yes,Home,No,1
25,102095,53103,596,11,3,14.82,36,0.24,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
65,138770,95484,330,55,1,22.51,36,0.27,Master's,Full-time,Married,No,No,Business,No,0
58,113341,243120,437,119,3,6.87,12,0.73,High School,Self-employed,Single,No,Yes,Auto,No,0
28,15152,233780,411,68,4,4.61,24,0.12,High School,Unemployed,Divorced,No,Yes,Education,Yes,1
33,112220,161955,664,70,4,23.61,24,0.7,PhD,Self-employed,Single,Yes,No,Auto,Yes,0
24,71541,188571,522,98,4,16.58,36,0.74,High School,Self-employed,Single,Yes,Yes,Education,Yes,1
29,138660,57430,451,85,1,8.98,60,0.27,PhD,Part-time,Single,No,No,Education,Yes,0
41,16630,247088,345,2,1,21.23,36,0.14,Master's,Full-time,Single,Yes,Yes,Education,No,1
39,138064,65987,745,60,4,4.43,24,0.59,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,0
